"","FIPSCode","total_votes_2016","transmitted","mail_ballots_submitted","mail_ballots_counted","JurisdictionName","rejected","State","pr2","pr3","jurisdiction","unemp_pop_16plus_percentage","below_pov_past12_percentage","households","median_household_income","total_pop","pop_16","white_count","white_percentage","nonwhite_count","nonwhite_percentage","hispanic_count","hispanic_percentage","black_count","black_percentage","native_count","native_percentage","asian_count","asian_percentage","pac_count","pac_percentage","voting_age"
"2342",37029,4989,137,113,112,"CAMDEN COUNTY",1,"NC",0.824817518248175,0.00884955752212389,"Camden County, North Carolina","62","8.5","3836","63349",10447,8180.001,8400,80.4,2047,19.6,296,2.8,1462,14,8,0.1,186,1.8,0,0,7956
"2343",37031,37588,1419,1124,1114,"CARTERET COUNTY",10,"NC",0.792107117688513,0.00889679715302491,"Carteret County, North Carolina","57.6","8.1","29690","54428",68920,58099.56,59524,86.4,9396,13.6,2930,4.3,3859,5.6,177,0.3,781,1.1,40,0.1,56506
"2344",37033,10946,328,271,244,"CASWELL COUNTY",27,"NC",0.826219512195122,0.0996309963099631,"Caswell County, North Carolina","54.3","13.3","9110","43961",22746,18879.18,13913,61.2,8833,38.8,867,3.8,7492,32.9,51,0.2,151,0.7,47,0.2,18435
"2345",37035,72205,2737,2255,2249,"CATAWBA COUNTY",6,"NC",0.823894775301425,0.00266075388026608,"Catawba County, North Carolina","62.4","9.5","61099","51157",156729,125853.387,118864,75.8,37865,24.2,14810,9.4,12479,8,384,0.2,6550,4.2,0,0,121372
"2346",37037,39564,1935,1596,1568,"CHATHAM COUNTY",28,"NC",0.824806201550388,0.0175438596491228,"Chatham County, North Carolina","58.1","8.5","28527","63531",69791,57228.62,49922,71.5,19869,28.5,8626,12.4,7909,11.3,144,0.2,1083,1.6,30,0,55441
"2347",37039,14227,731,594,594,"CHEROKEE COUNTY",0,"NC",0.812585499316005,0,"Cherokee County, North Carolina","47","10.4","11895","40294",27668,23434.796,25251,91.3,2417,8.7,846,3.1,364,1.3,390,1.4,193,0.7,0,0,22897
"2348",37041,7129,297,274,269,"CHOWAN COUNTY",5,"NC",0.922558922558923,0.0182481751824818,"Chowan County, North Carolina","51.9","16","5984","42621",14205,11662.305,8495,59.8,5710,40.2,515,3.6,4834,34,62,0.4,0,0,3,0,11204
"2349",37043,5974,295,250,241,"CLAY COUNTY",9,"NC",0.847457627118644,0.036,"Clay County, North Carolina","49.7","11.8","5062","38801",10813,9039.668,10133,93.7,680,6.3,340,3.1,226,2.1,36,0.3,20,0.2,16,0.1,8924
"2350",37045,43290,1540,1337,1288,"CLEVELAND COUNTY",49,"NC",0.868181818181818,0.0366492146596859,"Cleveland County, North Carolina","55.8","16","36882","40393",97159,78407.313,70967,73,26192,27,3317,3.4,20205,20.8,289,0.3,988,1,0,0,75707
"2351",37047,23446,614,485,473,"COLUMBUS COUNTY",12,"NC",0.789902280130293,0.0247422680412371,"Columbus County, North Carolina","46.7","17.6","22306","36398",56293,45484.744,33397,59.3,22896,40.7,2941,5.2,17134,30.4,1874,3.3,245,0.4,9,0,44114
"2352",37049,45474,2201,1896,1850,"CRAVEN COUNTY",46,"NC",0.861426624261699,0.0242616033755274,"Craven County, North Carolina","61.3","10.5","40871","50870",103082,82671.764,67962,65.9,35120,34.1,7404,7.2,21871,21.2,535,0.5,2828,2.7,99,0.1,80314
"2353",37051,124540,3260,2623,2427,"CUMBERLAND COUNTY",196,"NC",0.804601226993865,0.07472359893252,"Cumberland County, North Carolina","64.6","14.7","124418","45716",332106,258046.362,146144,44,185962,56,37826,11.4,119158,35.9,4104,1.2,7992,2.4,820,0.2,249586
"2354",37053,12670,377,319,317,"CURRITUCK COUNTY",2,"NC",0.846153846153846,0.00626959247648903,"Currituck County, North Carolina","62.6","6.6","10148","66284",25796,20662.596,22492,87.2,3304,12.8,981,3.8,1452,5.6,132,0.5,94,0.4,6,0,20054
"2355",37055,19513,882,764,750,"DARE COUNTY",14,"NC",0.866213151927438,0.0183246073298429,"Dare County, North Carolina","64.7","5.8","15441","58012",35741,29593.548,31294,87.6,4447,12.4,2567,7.2,671,1.9,79,0.2,228,0.6,0,0,28832
"2356",37057,73837,4038,3607,3489,"DAVIDSON COUNTY",118,"NC",0.893263992075285,0.0327141668976989,"Davidson County, North Carolina","60.5","11.7","65471","47271",164664,132389.856,132548,80.5,32116,19.5,11516,7,14843,9,482,0.3,2462,1.5,18,0,127834
"2357",37059,21690,846,715,703,"DAVIE COUNTY",12,"NC",0.845153664302601,0.0167832167832168,"Davie County, North Carolina","59.6","10","15999","57611",41991,34264.656,35562,84.7,6429,15.3,2796,6.7,2305,5.5,156,0.4,292,0.7,0,0,32953
"2358",37061,20546,430,335,293,"DUPLIN COUNTY",42,"NC",0.779069767441861,0.125373134328358,"Duplin County, North Carolina","58.3","17.6","21781","38850",59062,46245.546,30570,51.8,28492,48.2,12909,21.9,14318,24.2,206,0.3,164,0.3,32,0.1,44674
"2359",37063,151376,6035,4826,4673,"DURHAM COUNTY",153,"NC",0.7996685998343,0.0317032739328637,"Durham County, North Carolina","67.7","11.9","123444","58190",306457,247004.342,129434,42.2,177023,57.8,41189,13.4,111859,36.5,726,0.2,14981,4.9,117,0,240820
"2360",37065,24493,312,192,189,"EDGECOMBE COUNTY",3,"NC",0.615384615384615,0.015625,"Edgecombe County, North Carolina","55.5","19.3","21371","35516",53332,42612.268,19394,36.4,33938,63.6,2358,4.4,30485,57.2,95,0.2,55,0.1,57,0.1,41130
"2361",37067,171983,12869,11256,10908,"FORSYTH COUNTY",348,"NC",0.874660035744813,0.0309168443496802,"Forsyth County, North Carolina","61.6","12.7","146685","50128",371573,294657.389,211844,57,159729,43,46913,12.6,95294,25.6,907,0.2,8340,2.2,165,0,284778
"2362",37069,30121,886,742,738,"FRANKLIN COUNTY",4,"NC",0.837471783295711,0.00539083557951483,"Franklin County, North Carolina","60.6","10.4","24749","53175",64902,52116.306,41244,63.5,23658,36.5,5276,8.1,16296,25.1,293,0.5,360,0.6,1,0,50328
"2363",37071,93508,4103,3415,3342,"GASTON COUNTY",73,"NC",0.832317816232025,0.0213762811127379,"Gaston County, North Carolina","61.3","11.8","81494","49384",216585,173051.415,158164,73,58421,27,14642,6.8,34288,15.8,678,0.3,3332,1.5,55,0,167116
"2364",37073,5385,134,103,98,"GATES COUNTY",5,"NC",0.76865671641791,0.0485436893203883,"Gates County, North Carolina","59.1","8.5","4477","52205",11563,9470.097,7288,63,4275,37,41,0.4,3891,33.7,108,0.9,55,0.5,0,0,9165
"2365",37075,4199,190,156,156,"GRAHAM COUNTY",0,"NC",0.821052631578947,0,"Graham County, North Carolina","48.6","14.4","3288","36525",8557,7033.854,7428,86.8,1129,13.2,129,1.5,13,0.2,898,10.5,0,0,1,0,6802
"2366",37077,26938,821,689,663,"GRANVILLE COUNTY",26,"NC",0.839220462850183,0.0377358490566038,"Granville County, North Carolina","58.1","10.9","21030","55628",58874,48158.932,34254,58.2,24620,41.8,4563,7.8,17718,30.1,285,0.5,266,0.5,0,0,46602
"2367",37079,7973,400,342,337,"GREENE COUNTY",5,"NC",0.855,0.0146198830409357,"Greene County, North Carolina","52.5","17.7","7259","38306",21008,17121.52,9863,46.9,11145,53.1,3116,14.8,7393,35.2,96,0.5,20,0.1,0,0,16620
"2368",37081,255123,10791,9394,8811,"GUILFORD COUNTY",583,"NC",0.870540265035678,0.0620608899297424,"Guilford County, North Carolina","63.4","11.9","202731","51072",523582,419912.764,266383,50.9,257199,49.1,40824,7.8,175353,33.5,1992,0.4,25574,4.9,195,0,405752
"2369",37083,24618,597,476,429,"HALIFAX COUNTY",47,"NC",0.797319932998325,0.0987394957983193,"Halifax County, North Carolina","50.8","19.9","21116","34251",51737,41906.97,19937,38.5,31800,61.5,1440,2.8,27237,52.6,1836,3.5,395,0.8,67,0.1,40562
"2370",37085,44008,1706,1457,1370,"HARNETT COUNTY",87,"NC",0.854044548651817,0.0597117364447495,"Harnett County, North Carolina","60","12.8","45086","51630",130361,99074.36,80530,61.8,49831,38.2,16196,12.4,26503,20.3,1036,0.8,1328,1,207,0.2,95596
"2371",37087,30627,1244,1020,985,"HAYWOOD COUNTY",35,"NC",0.819935691318328,0.0343137254901961,"Haywood County, North Carolina","54.9","10.3","26336","49800",60433,50884.586,56133,92.9,4300,7.09999999999999,2307,3.8,617,1,278,0.5,311,0.5,0,0,49364
"2372",37089,56807,3648,3032,3021,"HENDERSON COUNTY",11,"NC",0.831140350877193,0.00362796833773087,"Henderson County, North Carolina","56.6","7.1","48281","52815",113625,94195.125,94557,83.2,19068,16.8,11423,10.1,3563,3.1,323,0.3,1489,1.3,151,0.1,91623
"2373",37091,9938,209,186,173,"HERTFORD COUNTY",13,"NC",0.889952153110048,0.0698924731182796,"Hertford County, North Carolina","52.2","19.7","8899","37005",24153,20071.143,8078,33.4,16075,66.6,897,3.7,14154,58.6,255,1.1,178,0.7,47,0.2,19521
"2374",37093,18126,348,271,271,"HOKE COUNTY",0,"NC",0.778735632183908,0,"Hoke County, North Carolina","59.2","16.9","17722","47535",53239,39769.533,21465,40.3,31774,59.7,6950,13.1,17412,32.7,4274,8,754,1.4,69,0.1,38389
"2375",37095,2318,79,65,58,"HYDE COUNTY",7,"NC",0.822784810126582,0.107692307692308,"Hyde County, North Carolina","51.1","24.1","1769","45466",5393,4330.579,3178,58.9,2215,41.1,536,9.9,1636,30.3,6,0.1,0,0,0,0,4228
"2376",37097,80592,4627,3999,3999,"IREDELL COUNTY",0,"NC",0.864274908147828,0,"Iredell County, North Carolina","64.8","9","65246","58198",172525,136984.85,131544,76.2,40981,23.8,12869,7.5,20869,12.1,288,0.2,4026,2.3,32,0,132085
"2377",37099,18784,645,520,510,"JACKSON COUNTY",10,"NC",0.806201550387597,0.0192307692307692,"Jackson County, North Carolina","54.5","12.1","16642","44028",42256,35875.344,34202,80.9,8054,19.1,2376,5.6,897,2.1,3273,7.7,277,0.7,0,0,35093
"2378",37101,84745,2490,1995,1994,"JOHNSTON COUNTY",1,"NC",0.801204819277108,0.00050125313283208,"Johnston County, North Carolina","64.7","9.6","67154","56842",191172,146820.096,130482,68.3,60690,31.7,25735,13.5,28921,15.1,965,0.5,1150,0.6,62,0,141466
"2379",37103,5124,126,97,97,"JONES COUNTY",0,"NC",0.76984126984127,0,"Jones County, North Carolina","53.2","18.8","4137","36892",9695,8095.325,6041,62.3,3654,37.7,445,4.6,3013,31.1,35,0.4,19,0.2,0,0,7852
"2380",37105,24740,774,636,599,"LEE COUNTY",37,"NC",0.821705426356589,0.0581761006289308,"Lee County, North Carolina","62.1","11.8","21744","48873",60125,46837.375,34901,58,25224,42,11556,19.2,11642,19.4,424,0.7,644,1.1,23,0,45255
"2381",37107,26478,662,532,520,"LENOIR COUNTY",12,"NC",0.803625377643505,0.0225563909774436,"Lenoir County, North Carolina","58.3","18.6","23121","38387",57227,45896.054,28294,49.4,28933,50.6,4364,7.6,22190,38.8,161,0.3,266,0.5,8,0,44310
"2382",37109,39746,1506,1184,1184,"LINCOLN COUNTY",0,"NC",0.786188579017264,0,"Lincoln County, North Carolina","61.6","11.3","32022","53318",81441,66048.651,69273,85.1,12168,14.9,5755,7.1,4048,5,169,0.2,556,0.7,34,0,63879
"2383",37111,19800,531,431,423,"MCDOWELL COUNTY",8,"NC",0.811676082862524,0.0185614849187935,"McDowell County, North Carolina","53.6","13.1","17961","40913",45109,37079.598,39462,87.5,5647,12.5,2700,6,1614,3.6,173,0.4,337,0.7,14,0,35833
"2384",37113,17718,986,885,879,"MACON COUNTY",6,"NC",0.897565922920893,0.00677966101694915,"Macon County, North Carolina","50.9","11.7","15699","43597",34410,28732.35,30726,89.3,3684,10.7,2367,6.9,464,1.3,193,0.6,267,0.8,0,0,28022
"2385",37115,11326,415,343,328,"MADISON COUNTY",15,"NC",0.826506024096386,0.043731778425656,"Madison County, North Carolina","56.3","10.8","8452","42410",21405,17915.985,20140,94.1,1265,5.90000000000001,514,2.4,358,1.7,93,0.4,119,0.6,0,0,17523
"2386",37117,11781,249,225,218,"MARTIN COUNTY",7,"NC",0.903614457831325,0.0311111111111111,"Martin County, North Carolina","55.1","13","9471","39205",23054,18904.28,12003,52.1,11051,47.9,895,3.9,9662,41.9,111,0.5,142,0.6,0,0,18279
"2387",37119,470066,28983,25229,24702,"MECKLENBURG COUNTY",527,"NC",0.870475796156367,0.0208886598755401,"Mecklenburg County, North Carolina","71.2","9.3","403546","64312",1054314,827636.49,498733,47.3,555581,52.7,137405,13,324864,30.8,2612,0.2,60609,5.7,506,0,800249
"2388",37121,8073,390,330,321,"MITCHELL COUNTY",9,"NC",0.846153846153846,0.0272727272727273,"Mitchell County, North Carolina","51.8","9.3","6361","44186",15040,12633.6,13897,92.4,1143,7.59999999999999,793,5.3,50,0.3,64,0.4,45,0.3,0,0,12272
"2389",37123,11463,441,372,367,"MONTGOMERY COUNTY",5,"NC",0.843537414965986,0.0134408602150538,"Montgomery County, North Carolina","51","14.5","10411","42346",27338,21788.386,17296,63.3,10042,36.7,4176,15.3,4914,18,113,0.4,407,1.5,5,0,21113
"2390",37125,47835,2945,2461,2398,"MOORE COUNTY",63,"NC",0.835653650254669,0.0255993498577814,"Moore County, North Carolina","57.1","8.1","38965","57899",95629,77555.119,73821,77.2,21808,22.8,6214,6.5,12083,12.6,778,0.8,1313,1.4,100,0.1,75267
"2391",37127,47039,1192,999,968,"NASH COUNTY",31,"NC",0.838087248322148,0.031031031031031,"Nash County, North Carolina","61.2","11.5","36720","48362",94003,75578.412,47356,50.4,46647,49.6,6408,6.8,36713,39.1,574,0.6,832,0.9,22,0,72984
"2392",37129,110567,5455,4398,4315,"NEW HANOVER COUNTY",83,"NC",0.806232813932172,0.0188722146430196,"New Hanover County, North Carolina","62.6","10.3","93636","52716",224231,186560.192,172855,77.1,51376,22.9,12159,5.4,30738,13.7,394,0.2,2970,1.3,185,0.1,181838
"2393",37131,9718,255,203,199,"NORTHAMPTON COUNTY",4,"NC",0.796078431372549,0.0197044334975369,"Northampton County, North Carolina","46","17.4","8628","35499",20186,16875.496,7805,38.7,12381,61.3,427,2.1,11394,56.4,70,0.3,45,0.2,0,0,16559
"2394",37133,55402,1661,1351,1310,"ONSLOW COUNTY",41,"NC",0.813365442504515,0.0303478904515174,"Onslow County, North Carolina","71.1","10.9","64065","49491",193912,150669.624,128818,66.4,65094,33.6,24094,12.4,26115,13.5,738,0.4,3916,2,376,0.2,146557
"2395",37135,81857,3793,3216,3085,"ORANGE COUNTY",131,"NC",0.847877669390983,0.0407338308457711,"Orange County, North Carolina","64.8","5","52529","68211",142938,118209.726,99124,69.3,43814,30.7,12014,8.4,16035,11.2,714,0.5,10984,7.7,8,0,114412
"2396",37137,6806,300,236,231,"PAMLICO COUNTY",5,"NC",0.786666666666667,0.0211864406779661,"Pamlico County, North Carolina","47.4","8.8","5352","44947",12742,11034.572,9458,74.2,3284,25.8,477,3.7,2296,18,22,0.2,75,0.6,0,0,10771
"2397",37139,17115,553,447,429,"PASQUOTANK COUNTY",18,"NC",0.808318264014466,0.0402684563758389,"Pasquotank County, North Carolina","57.4","11.4","14780","48279",39479,31504.242,21648,54.8,17831,45.2,2031,5.1,14362,36.4,35,0.1,646,1.6,58,0.1,30704
"2398",37141,27805,966,774,746,"PENDER COUNTY",28,"NC",0.801242236024845,0.0361757105943152,"Pender County, North Carolina","58.5","9.9","21766","52989",59020,47511.1,44138,74.8,14882,25.2,4069,6.9,8783,14.9,128,0.2,294,0.5,39,0.1,45795
"2399",37143,6670,212,167,160,"PERQUIMANS COUNTY",7,"NC",0.787735849056604,0.0419161676646707,"Perquimans County, North Carolina","51.5","11.1","5919","45915",13459,11211.347,9704,72.1,3755,27.9,346,2.6,3183,23.6,54,0.4,39,0.3,11,0.1,10880
"2400",37145,19425,402,321,300,"PERSON COUNTY",21,"NC",0.798507462686567,0.0654205607476635,"Person County, North Carolina","61.8","12.9","15744","48811",39305,32033.575,26088,66.4,13217,33.6,1659,4.2,10424,26.5,173,0.4,152,0.4,16,0,30940
"2401",37147,79310,1940,1518,1367,"PITT COUNTY",151,"NC",0.782474226804124,0.0994729907773386,"Pitt County, North Carolina","64.2","15","69169","44315",177372,143139.204,96999,54.7,80373,45.3,10903,6.1,61235,34.5,460,0.3,3054,1.7,45,0,138887
"2402",37149,10887,669,567,562,"POLK COUNTY",5,"NC",0.847533632286996,0.00881834215167548,"Polk County, North Carolina","52.2","6.9","9047","48834",20458,17450.674,17543,85.8,2915,14.2,1184,5.8,1050,5.1,11,0.1,77,0.4,0,0,17030
"2403",37151,64280,2432,2059,1992,"RANDOLPH COUNTY",67,"NC",0.846628289473684,0.0325400679941719,"Randolph County, North Carolina","60.9","11.3","56041","45006",142958,114080.484,113446,79.4,29512,20.6,16069,11.2,8495,5.9,405,0.3,1661,1.2,20,0,109961
"2404",37153,19154,423,329,316,"RICHMOND COUNTY",13,"NC",0.777777777777778,0.0395136778115502,"Richmond County, North Carolina","54.2","19.8","18546","36091",45189,36015.633,25901,57.3,19288,42.7,2870,6.4,14303,31.7,1049,2.3,419,0.9,0,0,34731
"2405",37155,40465,841,597,595,"ROBESON COUNTY",2,"NC",0.70986920332937,0.0033500837520938,"Robeson County, North Carolina","50.4","22.7","45969","33679",133442,103684.434,34012,25.5,99430,74.5,11566,8.7,31882,23.9,52256,39.2,820,0.6,20,0,99539
"2406",37157,41885,1303,1087,1006,"ROCKINGHAM COUNTY",81,"NC",0.834228702993093,0.0745170193192272,"Rockingham County, North Carolina","56.3","14.2","37201","42490",91270,74750.13,66181,72.5,25089,27.5,5496,6,16759,18.4,386,0.4,544,0.6,59,0.1,72449
"2407",37159,63786,2763,2390,2353,"ROWAN COUNTY",37,"NC",0.865001809627217,0.0154811715481172,"Rowan County, North Carolina","59.5","12.3","52301","48667",139605,111963.21,101058,72.4,38547,27.6,11986,8.6,22176,15.9,356,0.3,1236,0.9,22,0,108141
"2408",37161,30096,1312,1003,954,"RUTHERFORD COUNTY",49,"NC",0.764481707317073,0.0488534396809571,"Rutherford County, North Carolina","53.1","13.3","26345","40347",66532,54423.176,55513,83.4,11019,16.6,2817,4.2,6404,9.6,338,0.5,293,0.4,13,0,52555
"2409",37163,25618,634,519,468,"SAMPSON COUNTY",51,"NC",0.818611987381703,0.0982658959537572,"Sampson County, North Carolina","58.6","17.6","23537","39068",63561,49641.141,32569,51.2,30992,48.8,12297,19.3,15844,24.9,1027,1.6,374,0.6,0,0,47901
"2410",37165,13656,351,290,280,"SCOTLAND COUNTY",10,"NC",0.826210826210826,0.0344827586206897,"Scotland County, North Carolina","49.3","24.5","13113","35617",35262,27998.028,15376,43.6,19886,56.4,1030,2.9,13727,38.9,4001,11.3,274,0.8,8,0,27152
"2411",37167,29600,851,705,664,"STANLY COUNTY",41,"NC",0.828437132784959,0.0581560283687943,"Stanly County, North Carolina","61.2","10.1","23717","49590",61114,49380.112,49409,80.8,11705,19.2,2506,4.1,6751,11,160,0.3,1172,1.9,9,0,47837
"2412",37169,22550,858,730,730,"STOKES COUNTY",0,"NC",0.850815850815851,0,"Stokes County, North Carolina","58.3","11.5","19302","46169",45905,38009.34,41883,91.2,4022,8.8,1314,2.9,1957,4.3,188,0.4,173,0.4,13,0,36985
"2413",37171,32085,1903,1584,1487,"SURRY COUNTY",97,"NC",0.832369942196532,0.0612373737373737,"Surry County, North Carolina","55","11.4","28985","41068",72099,58400.19,60718,84.2,11381,15.8,7450,10.3,2659,3.7,258,0.4,402,0.6,104,0.1,56496
"2414",37173,6157,177,143,139,"SWAIN COUNTY",4,"NC",0.807909604519774,0.027972027972028,"Swain County, North Carolina","53.5","12.1","5443","36773",14254,11431.708,8868,62.2,5386,37.8,731,5.1,60,0.4,3962,27.8,47,0.3,0,0,11058
"2415",37175,17675,804,697,678,"TRANSYLVANIA COUNTY",19,"NC",0.866915422885572,0.0272596843615495,"Transylvania County, North Carolina","50","10.9","14123","46629",33513,28687.128,30264,90.3,3249,9.7,1090,3.3,1500,4.5,103,0.3,111,0.3,15,0,28140
"2416",37177,1730,29,24,24,"TYRRELL COUNTY",0,"NC",0.827586206896552,0,"Tyrrell County, North Carolina","45.5","18.6","1631","35472",4119,3624.72,2197,53.3,1922,46.7,263,6.4,1540,37.4,35,0.8,0,0,0,0,3589
"2417",37179,105559,4722,3975,3933,"UNION COUNTY",42,"NC",0.841804320203304,0.0105660377358491,"Union County, North Carolina","67.5","6.5","75165","75397",226694,172060.746,164562,72.6,62132,27.4,25045,11,25471,11.2,571,0.3,6062,2.7,96,0,163954
"2418",37181,19394,457,373,366,"VANCE COUNTY",7,"NC",0.816192560175055,0.0187667560321716,"Vance County, North Carolina","58.4","18","16854","37282",44482,35140.78,17801,40,26681,60,3369,7.6,22213,49.9,123,0.3,288,0.6,28,0.1,33881
"2419",37183,531332,31159,26772,26594,"WAKE COUNTY",178,"NC",0.85920600789499,0.00664873748692664,"Wake County, North Carolina","70.5","6.5","390498","76956",1046558,818408.356,631197,60.3,415361,39.7,105361,10.1,207445,19.8,2704,0.3,69780,6.7,434,0,790704
"2420",37185,9604,318,253,250,"WARREN COUNTY",3,"NC",0.79559748427673,0.0118577075098814,"Warren County, North Carolina","47.8","12.5","7780","35962",20033,16807.687,7676,38.3,12357,61.7,753,3.8,10121,50.5,1008,5,80,0.4,10,0,16342
"2421",37187,6053,131,112,112,"WASHINGTON COUNTY",0,"NC",0.854961832061069,0,"Washington County, North Carolina","48.3","18.3","5073","35512",12156,10040.856,5404,44.5,6752,55.5,641,5.3,5755,47.3,32,0.3,21,0.2,0,0,9677
"2422",37189,30147,1326,1121,1115,"WATAUGA COUNTY",6,"NC",0.845399698340875,0.00535236396074933,"Watauga County, North Carolina","56.3","10.1","20355","45268",54117,48001.779,49725,91.9,4392,8.09999999999999,1882,3.5,886,1.6,329,0.6,500,0.9,78,0.1,47051
"2423",37191,49336,1438,1108,1086,"WAYNE COUNTY",22,"NC",0.770514603616134,0.01985559566787,"Wayne County, North Carolina","60.8","17","48153","42192",124002,97837.578,66640,53.7,57362,46.3,14320,11.5,37521,30.3,333,0.3,1587,1.3,43,0,94393
"2424",37193,31343,1290,1094,1016,"WILKES COUNTY",78,"NC",0.848062015503876,0.0712979890310786,"Wilkes County, North Carolina","55.6","15.4","28355","40829",68460,55863.36,59940,87.6,8520,12.4,4316,6.3,2750,4,192,0.3,419,0.6,139,0.2,54205
"2425",37195,37739,1215,995,960,"WILSON COUNTY",35,"NC",0.818930041152263,0.0351758793969849,"Wilson County, North Carolina","59.4","16.3","32128","42850",81336,64336.776,38386,47.2,42950,52.8,8310,10.2,31763,39.1,261,0.3,643,0.8,1,0,62323
"2426",37197,17629,608,518,517,"YADKIN COUNTY",1,"NC",0.851973684210526,0.00193050193050193,"Yadkin County, North Carolina","54.3","11.9","15448","42876",37665,30659.31,31807,84.4,5858,15.6,4120,10.9,1308,3.5,58,0.2,39,0.1,26,0.1,29604
"2427",37199,10064,704,611,589,"YANCEY COUNTY",22,"NC",0.867897727272727,0.0360065466448445,"Yancey County, North Carolina","52.5","14.8","7402","39888",17667,14804.946,16360,92.6,1307,7.40000000000001,899,5.1,129,0.7,63,0.4,43,0.2,6,0,14371
"2428",38001,1238,633,598,598,"ADAMS COUNTY",0,"ND",0.944707740916272,0,"Adams County, North Dakota","63.6","5","1046","54875",2351,1941.926,2149,91.4,202,8.59999999999999,41,1.7,48,2,28,1.2,78,3.3,0,0,1849
"2429",38003,5451,3332,3181,3168,"BARNES COUNTY",13,"ND",0.9546818727491,0.0040867651681861,"Barnes County, North Dakota","66.5","6.4","5085","57064",10836,9004.716,10053,92.8,783,7.2,213,2,261,2.4,139,1.3,54,0.5,9,0.1,8751
"2430",38005,2068,1194,1112,1112,"BENSON COUNTY",0,"ND",0.931323283082077,0,"Benson County, North Dakota","53.5","24.9","2285","44313",6886,4710.024,2817,40.9,4069,59.1,63,0.9,2,0,3833,55.7,8,0.1,0,0,4506
"2431",38007,610,314,296,294,"BILLINGS COUNTY",2,"ND",0.942675159235669,0.00675675675675676,"Billings County, North Dakota","70.2","6.2","385","92604",946,738.826,873,92.3,73,7.7,57,6,11,1.2,5,0.5,0,0,0,0,727
"2432",38009,3550,1863,1778,1778,"BOTTINEAU COUNTY",0,"ND",0.954374664519592,0,"Bottineau County, North Dakota","63.8","6.2","3065","59882",6589,5396.391,6041,91.7,548,8.3,148,2.2,60,0.9,232,3.5,15,0.2,0,0,5223
"2433",38011,1816,270,263,261,"BOWMAN COUNTY",2,"ND",0.974074074074074,0.00760456273764259,"Bowman County, North Dakota","70.9","3.6","1398","65063",3195,2495.295,2981,93.3,214,6.7,173,5.4,1,0,23,0.7,0,0,0,0,2410
"2434",38013,1068,700,630,630,"BURKE COUNTY",0,"ND",0.9,0,"Burke County, North Dakota","68.7","4.9","877","74931",2213,1562.378,2076,93.8,137,6.2,69,3.1,14,0.6,21,0.9,0,0,0,0,1544
"2435",38015,48737,8263,8017,7908,"BURLEIGH COUNTY",109,"ND",0.970228730485296,0.0135961082699264,"Burleigh County, North Dakota","71.1","4.8","39495","69719",93737,74333.441,83803,89.4,9934,10.6,2195,2.3,1950,2.1,3472,3.7,613,0.7,49,0.1,72094
"2436",38017,81791,7454,7082,7056,"CASS COUNTY",26,"ND",0.950093909310437,0.00367127929963287,"Cass County, North Dakota","75.5","6","74205","62031",174202,139013.196,149999,86.1,24203,13.9,4505,2.6,8804,5.1,1504,0.9,5228,3,45,0,135349
"2437",38019,2096,1329,1243,1243,"CAVALIER COUNTY",0,"ND",0.935289691497366,0,"Cavalier County, North Dakota","63.1","4.7","1737","67591",3824,3085.968,3637,95.1,187,4.90000000000001,45,1.2,4,0.1,48,1.3,0,0,0,0,3014
"2438",38021,2469,500,475,474,"DICKEY COUNTY",1,"ND",0.95,0.00210526315789474,"Dickey County, North Dakota","67.4","4.3","2170","60918",4970,3976,4641,93.4,329,6.59999999999999,170,3.4,57,1.1,68,1.4,22,0.4,0,0,3826
"2439",38023,1254,301,296,296,"DIVIDE COUNTY",0,"ND",0.983388704318937,0,"Divide County, North Dakota","58.2","7.1","1119","60074",2369,2030.233,2173,91.7,196,8.3,57,2.4,26,1.1,32,1.4,60,2.5,0,0,1972
"2440",38025,2277,555,518,518,"DUNN COUNTY",0,"ND",0.933333333333333,0,"Dunn County, North Dakota","62.7","6.7","1648","70500",4387,3465.73,3688,84.1,699,15.9,119,2.7,68,1.6,395,9,38,0.9,9,0.2,3328
"2441",38027,1262,767,706,700,"EDDY COUNTY",6,"ND",0.920469361147327,0.0084985835694051,"Eddy County, North Dakota","64.7","10.7","1052","51563",2313,1873.53,2038,88.1,275,11.9,0,0,0,0,176,7.6,0,0,0,0,1803
"2442",38029,2015,723,688,688,"EMMONS COUNTY",0,"ND",0.951590594744122,0,"Emmons County, North Dakota","55.4","6.1","1556","51029",3352,2762.048,3211,95.8,141,4.2,26,0.8,0,0,3,0.1,34,1,0,0,2703
"2443",38031,1773,754,690,690,"FOSTER COUNTY",0,"ND",0.915119363395225,0,"Foster County, North Dakota","69.2","5.3","1440","60613",3290,2625.42,3141,95.5,149,4.5,51,1.6,7,0.2,34,1,1,0,0,0,2568
"2444",38033,970,246,237,237,"GOLDEN VALLEY COUNTY",0,"ND",0.963414634146341,0,"Golden Valley County, North Dakota","67.9","3","856","56087",1882,1526.302,1776,94.4,106,5.59999999999999,60,3.2,0,0,15,0.8,0,0,0,0,1453
"2445",38035,30709,3548,3399,3390,"GRAND FORKS COUNTY",9,"ND",0.958004509582864,0.00264783759929391,"Grand Forks County, North Dakota","72.1","9","30215","51951",70400,57235.2,59201,84.1,11199,15.9,2887,4.1,2792,4,1665,2.4,1891,2.7,110,0.2,55849
