FIPSCode,State,transmitted,counted,rejected
2301159110,ME,455,442,NA
2301161700,ME,228,225,NA
2301162190,ME,611,596,NA
2301163835,ME,124,117,NA
2301168385,ME,902,879,NA
2301178745,ME,766,732,NA
2301179025,ME,83,82,NA
2301180740,ME,3184,3000,NA
2301180880,ME,214,212,NA
2301182945,ME,474,462,NA
2301186165,ME,351,342,NA
2301186515,ME,1719,1691,NA
2301186970,ME,1279,1238,NA
2301301465,ME,227,218,NA
2301309725,ME,1672,1619,NA
2301315780,ME,263,256,NA
2301326805,ME,179,176,NA
2301333840,ME,323,308,NA
2301335135,ME,14,13,NA
2301344165,ME,0,0,NA
2301351620,ME,78,76,NA
2301356135,ME,291,288,NA
2301363590,ME,1442,1405,NA
2301363660,ME,1099,1066,NA
2301365130,ME,538,521,NA
2301372585,ME,287,281,NA
2301376365,ME,332,316,NA
2301378115,ME,288,264,NA
2301379130,ME,201,194,NA
2301380215,ME,573,561,NA
2301380425,ME,222,213,NA
2301501010,ME,104,101,NA
2301506050,ME,930,901,NA
2301506120,ME,441,431,NA
2301506855,ME,143,137,NA
2301507485,ME,647,626,NA
2301516235,ME,536,509,NA
2301518475,ME,219,215,NA
2301522675,ME,196,190,NA
2301535695,ME,504,492,NA
2301546335,ME,17,16,NA
2301548645,ME,386,370,NA
2301549660,ME,393,374,NA
2301569645,ME,67,65,NA
2301570240,ME,132,126,NA
2301571955,ME,106,100,NA
2301579550,ME,1136,1113,NA
2301584135,ME,113,111,NA
2301585010,ME,382,361,NA
2301587075,ME,889,865,NA
2301701325,ME,92,89,NA
2301704825,ME,436,428,NA
2301708150,ME,202,194,NA
2301708710,ME,270,266,NA
2301709550,ME,19,18,NA
2301710005,ME,108,108,NA
2301717250,ME,173,166,NA
2301717740,ME,318,311,NA
2301726910,ME,438,413,NA
2301727505,ME,11,10,NA
2301729710,ME,154,152,NA
2301731110,ME,40,39,NA
2301731670,ME,136,115,NA
2301732370,ME,140,135,NA
2301733315,ME,226,223,NA
2301739422,ME,4,4,NA
2301741365,ME,176,176,NA
2301742835,ME,2,2,NA
2301745285,ME,353,330,NA
2301749275,ME,91,90,NA
2301754000,ME,709,694,NA
2301755960,ME,277,269,NA
2301756310,ME,525,508,NA
2301756625,ME,739,729,NA
2301758270,ME,365,357,NA
2301760405,ME,164,162,NA
2301764185,ME,71,70,NA
2301764290,ME,1068,1034,NA
2301774510,ME,30,29,NA
2301774685,ME,19,19,NA
2301775035,ME,123,119,NA
2301775595,ME,62,57,NA
2301778465,ME,21,21,NA
2301780635,ME,243,243,NA
2301783890,ME,235,228,NA
2301787355,ME,163,159,NA
2301901115,ME,61,60,NA
2301902795,ME,8428,8028,NA
2301906575,ME,92,89,NA
2301906680,ME,141,135,NA
2301906925,ME,1369,1324,NA
2301909200,ME,14,13,NA
2301910670,ME,330,315,NA
2301910810,ME,0,0,NA
2301912105,ME,114,109,NA
2301912525,ME,60,60,NA
2301913365,ME,135,133,NA
2301914310,ME,153,149,NA
2301914380,ME,280,274,NA
2301917530,ME,423,419,NA
2301917950,ME,139,134,NA
2301918580,ME,0,0,NA
2301921030,ME,222,215,NA
2301922535,ME,372,368,NA
2301922710,ME,0,0,NA
2301923620,ME,205,200,NA
2301923865,ME,113,113,NA
2301924110,ME,95,93,NA
2301927190,ME,110,105,NA
2301927645,ME,831,807,NA
2301929185,ME,100,98,NA
2301930795,ME,1975,1901,NA
2301932510,ME,1038,1001,NA
2301933490,ME,717,684,NA
2301934190,ME,123,123,NA
2301934365,ME,108,104,NA
2301936325,ME,136,131,NA
2301937075,ME,11,11,NA
2301937760,ME,47,45,NA
2301938005,ME,16,16,NA
2301938530,ME,85,81,NA
2301938705,ME,381,372,NA
2301939475,ME,639,607,NA
2301941435,ME,54,52,NA
2301944270,ME,40,38,NA
2301944340,ME,12,12,NA
2301945005,ME,173,173,NA
2301945670,ME,384,362,NA
2301945810,ME,684,665,NA
2301947560,ME,31,31,NA
2301948505,ME,215,211,NA
2301949065,ME,386,378,NA
2301955225,ME,2531,2496,NA
2301955565,ME,1618,1542,NA
2301955680,ME,618,596,NA
2301957045,ME,37,36,NA
2301957150,ME,116,110,NA
2301957937,ME,34,32,NA
2301959950,ME,105,101,NA
2301960790,ME,5,5,NA
2301967160,ME,0,0,NA
2301973250,ME,0,0,NA
2301973600,ME,55,55,NA
2301974055,ME,127,122,NA
2301978780,ME,331,324,NA
2301981055,ME,3,3,NA
2301986305,ME,20,19,NA
2301987390,ME,17,17,NA
2302100100,ME,69,69,NA
2302101920,ME,21,21,NA
2302103740,ME,27,27,NA
2302106400,ME,18,15,NA
2302108325,ME,103,98,NA
2302118195,ME,611,598,NA
2302129535,ME,290,288,NA
2302130095,ME,170,157,NA
2302137095,ME,12,12,NA
2302137970,ME,12,12,NA
2302144830,ME,27,27,NA
2302146020,ME,271,259,NA
2302146580,ME,94,92,NA
2302156765,ME,87,86,NA
2302165865,ME,131,125,NA
2302166950,ME,68,67,NA
2302168140,ME,18,18,NA
2302181405,ME,12,12,NA
2302185710,ME,23,23,NA
2302301570,ME,80,75,NA
2302303355,ME,1871,1836,NA
2302306260,ME,313,298,NA
2302306365,ME,495,481,NA
2302327295,ME,203,194,NA
2302358515,ME,456,442,NA
2302362645,ME,538,525,NA
2302376960,ME,2249,2147,NA
2302381930,ME,359,347,NA
2302387460,ME,599,577,NA
2302501395,ME,277,265,NA
2302501885,ME,74,70,NA
2302505000,ME,69,68,NA
2302507380,ME,4,4,NA
2302509655,ME,43,42,NA
2302509935,ME,318,309,NA
2302510495,ME,11,11,NA
2302514555,ME,161,156,NA
2302517285,ME,3,3,NA
2302517460,ME,36,36,NA
2302523410,ME,121,117,NA
2302524320,ME,949,920,NA
2302531355,ME,75,75,NA
2302531740,ME,163,157,NA
2302532895,ME,15,15,NA
2302535345,ME,125,123,NA
2302542660,ME,656,617,NA
2302545110,ME,89,84,NA
2302547140,ME,19,19,NA
2302547455,ME,29,28,NA
2302549205,ME,84,79,NA
2302549835,ME,519,504,NA
2302556520,ME,186,183,NA
2302559005,ME,461,419,NA
2302559705,ME,6,6,NA
2302562995,ME,37,36,NA
2302564850,ME,241,237,NA
2302568910,ME,1455,1411,NA
2302569155,ME,159,151,NA
2302569505,ME,136,130,NA
2302573845,ME,84,84,NA
2302576190,ME,7,7,NA
2302582840,ME,10,10,NA
2302703950,ME,1447,1405,NA
2302704125,ME,102,97,NA
2302707870,ME,111,110,NA
2302709270,ME,134,132,NA
2302726280,ME,170,169,NA
2302726420,ME,96,90,NA
2302735240,ME,123,118,NA
2302735450,ME,61,61,NA
2302737585,ME,111,108,NA
2302739055,ME,121,117,NA
2302739755,ME,543,526,NA
2302746475,ME,109,107,NA
2302746790,ME,168,151,NA
2302747245,ME,86,83,NA
2302752845,ME,300,289,NA
2302756450,ME,241,233,NA
2302761210,ME,91,90,NA
2302766565,ME,175,166,NA
2302766635,ME,505,499,NA
2302774475,ME,217,208,NA
2302775525,ME,171,166,NA
2302776610,ME,98,96,NA
2302777625,ME,138,135,NA
2302778255,ME,294,291,NA
2302779480,ME,94,93,NA
2302786760,ME,621,602,NA
2302900001,ME,28,22,NA
2302900380,ME,138,135,NA
2302900660,ME,51,50,NA
2302902480,ME,97,96,NA
2302902970,ME,10,8,NA
2302903670,ME,61,61,NA
2302903810,ME,6,6,NA
2302909585,ME,381,364,NA
2302912175,ME,28,28,NA
2302912455,ME,121,118,NA
2302913610,ME,0,0,NA
2302913750,ME,25,25,NA
2302913820,ME,62,58,NA
2302914100,ME,21,20,NA
2302914940,ME,13,13,NA
2302915920,ME,58,58,NA
2302916410,ME,35,35,NA
2302916865,ME,0,0,NA
2302917355,ME,25,24,NA
2302920960,ME,164,161,NA
2302921730,ME,245,236,NA
2302928660,ME,11,11,NA
2302931530,ME,111,110,NA
2302935905,ME,64,62,NA
2302936010,ME,162,148,NA
2302941610,ME,199,191,NA
2302941960,ME,246,234,NA
2302942100,ME,123,119,NA
2302943640,ME,53,50,NA
2302944760,ME,26,26,NA
2302945600,ME,142,138,NA
2302951375,ME,10,8,NA
2302957090,ME,16,15,NA
2302957780,ME,85,85,NA
2302958165,ME,87,86,NA
2302961035,ME,104,104,NA
2302963275,ME,67,66,NA
2302963940,ME,54,53,NA
2302974125,ME,132,123,NA
2302975770,ME,6,6,NA
2302976895,ME,9,9,NA
2302978675,ME,3,3,NA
2302979375,ME,0,0,NA
2302981685,ME,10,10,NA
2302985185,ME,78,73,NA
2302985290,ME,7,7,NA
2303100275,ME,312,300,NA
2303100730,ME,368,347,NA
2303101605,ME,720,705,NA
2303104720,ME,937,874,NA
2303104860,ME,4475,4318,NA
2303109410,ME,1815,1765,NA
2303114485,ME,149,143,NA
2303116725,ME,372,365,NA
2303122955,ME,1625,1573,NA
2303133665,ME,826,809,NA
2303136535,ME,3756,3681,NA
2303136745,ME,1118,1079,NA
2303137270,ME,2229,2149,NA
2303138425,ME,871,796,NA
2303139195,ME,475,458,NA
2303139405,ME,481,470,NA
2303141750,ME,1086,1051,NA
2303148750,ME,217,216,NA
2303150325,ME,720,682,NA
2303154980,ME,450,439,NA
2303155085,ME,888,847,NA
2303156870,ME,235,223,NA
2303164675,ME,5084,4992,NA
2303165760,ME,2888,2802,NA
2303167475,ME,428,414,NA
2303170030,ME,1040,991,NA
2303180530,ME,1307,1258,NA
2303181475,ME,3288,3230,NA
2303187985,ME,5153,5029,NA
2309999901,ME,63,63,NA
2309999902,ME,79,78,NA
2309999903,ME,23,21,NA
2309999904,ME,19,17,NA
2309999905,ME,84,76,NA
2600100000,MI,1677,1586,NA
2600300000,MI,1003,956,NA
2600500000,MI,13215,12208,NA
2600700000,MI,3179,3074,NA
2600900000,MI,4186,3984,NA
2601100000,MI,1667,1556,NA
2601300000,MI,356,334,NA
2601500000,MI,6513,6057,NA
2601700000,MI,15344,14646,NA
2601900000,MI,3187,3029,NA
2602100000,MI,19878,18841,NA
2602300000,MI,3602,3394,NA
2602500000,MI,14265,13712,NA
2602700000,MI,5165,4853,NA
2602900000,MI,4326,4087,NA
2603100000,MI,4001,3750,NA
2603300000,MI,3018,2852,NA
2603500000,MI,3527,3312,NA
2603700000,MI,10774,10212,NA
2603900000,MI,2001,1914,NA
2604100000,MI,4300,3995,NA
2604300000,MI,3140,3018,NA
2604500000,MI,16526,15746,NA
2604700000,MI,5834,5505,NA
2604900000,MI,69746,50508,NA
2605100000,MI,3553,3299,NA
2605300000,MI,1559,1476,NA
2605500000,MI,17569,16790,NA
2605700000,MI,2803,2639,NA
2605900000,MI,4050,3806,NA
2606100000,MI,3195,2976,NA
2606300000,MI,3355,3159,NA
2606500000,MI,34934,33159,NA
2606700000,MI,5550,5225,NA
2606900000,MI,4792,4587,NA
2607100000,MI,1379,1291,NA
2607300000,MI,4823,4555,NA
2607500000,MI,17703,16882,NA
2607700000,MI,31768,30394,NA
2607900000,MI,2110,1991,NA
2608100000,MI,78888,75479,NA
2608300000,MI,418,403,NA
2608500000,MI,1304,1105,NA
2608700000,MI,12390,11903,NA
2608900000,MI,5380,5154,NA
2609100000,MI,11395,10854,NA
2609300000,MI,35052,33530,NA
2609500000,MI,593,569,NA
2609700000,MI,2807,1538,NA
2609900000,MI,129302,122647,NA
2610100000,MI,3903,3683,NA
2610300000,MI,8561,8200,NA
2610500000,MI,3146,2996,NA
2610700000,MI,5001,4731,NA
2610900000,MI,1878,1796,NA
2611100000,MI,9501,8911,NA
2611300000,MI,1614,1462,NA
2611500000,MI,19589,18855,NA
2611700000,MI,6491,6113,NA
2611900000,MI,1455,1391,NA
2612100000,MI,21882,20976,NA
2612300000,MI,4621,4318,NA
2612500000,MI,210318,199042,NA
2612700000,MI,3038,2851,NA
2612900000,MI,2847,2662,NA
2613100000,MI,948,858,NA
2613300000,MI,2002,1844,NA
2613500000,MI,1172,1110,NA
2613700000,MI,2977,2789,NA
2613900000,MI,37065,35708,NA
2614100000,MI,2015,1878,NA
2614300000,MI,5581,5316,NA
2614500000,MI,24945,24033,NA
2614700000,MI,22042,21000,NA
2614900000,MI,5113,4888,NA
2615100000,MI,4147,3905,NA
2615300000,MI,820,772,NA
2615500000,MI,7401,6976,NA
2615700000,MI,5063,4694,NA
2615900000,MI,7688,7235,NA
2616100000,MI,50822,48020,NA
2616300000,MI,218687,203725,NA
2616500000,MI,2986,2702,NA
2700100000,MN,2578,1029,26
2700300000,MN,39840,37013,285
2700500000,MN,4076,1731,24
2700700000,MN,5867,2743,30
2700900000,MN,2750,1346,29
2701100000,MN,1512,1136,7
2701300000,MN,8858,4187,68
2701500000,MN,3533,2032,18
2701700000,MN,4580,2332,16
2701900000,MN,12352,11516,164
2702100000,MN,8214,4785,83
2702300000,MN,862,784,16
2702500000,MN,4987,4692,48
2702700000,MN,6550,3270,53
2702900000,MN,848,375,4
2703100000,MN,3163,2544,12
2703300000,MN,789,236,11
2703500000,MN,9227,3595,106
2703700000,MN,66386,61617,694
2703900000,MN,1185,1076,26
2704100000,MN,4038,3850,30
2704300000,MN,825,745,11
2704500000,MN,1230,662,14
2704700000,MN,3179,1217,19
2704900000,MN,4468,1570,49
2705100000,MN,2601,2019,1
2705300000,MN,213826,199257,1716
2705500000,MN,1272,1200,12
2705700000,MN,2987,1258,34
2705900000,MN,3419,3163,38
2706100000,MN,10580,6668,99
2706300000,MN,792,401,9
2706500000,MN,1218,1140,8
2706700000,MN,4181,3768,25
2706900000,MN,1889,1498,0
2707100000,MN,2380,1224,19
2707300000,MN,837,452,11
2707500000,MN,1362,731,17
2707700000,MN,2177,1625,18
2707900000,MN,1930,900,21
2708100000,MN,294,269,0
2708300000,MN,3549,1884,54
2708500000,MN,2880,1132,10
2708700000,MN,981,659,7
2708900000,MN,3922,3200,7
2709100000,MN,1581,354,5
2709300000,MN,1939,780,17
2709500000,MN,2229,679,17
2709700000,MN,5151,3100,0
2709900000,MN,2932,929,53
2710100000,MN,2011,1490,19
2710300000,MN,2816,1263,12
2710500000,MN,1440,488,5
2710700000,MN,1366,998,5
2710900000,MN,17982,16579,202
2711100000,MN,4766,4516,27
2711300000,MN,1353,588,7
2711500000,MN,2435,1223,23
2711700000,MN,771,300,7
2711900000,MN,5070,3375,48
2712100000,MN,1262,514,12
2712300000,MN,67090,62334,444
2712500000,MN,1244,930,6
2712700000,MN,907,835,6
2712900000,MN,743,686,17
2713100000,MN,6629,5950,73
2713300000,MN,2038,1230,8
2713500000,MN,2205,1224,20
2713700000,MN,18078,9919,219
2713900000,MN,13183,12149,160
2714100000,MN,8038,7603,50
2714300000,MN,704,649,8
2714500000,MN,14247,6798,160
2714700000,MN,2975,2793,14
2714900000,MN,2564,1732,12
2715100000,MN,2167,1620,0
2715300000,MN,1179,1095,19
2715500000,MN,1184,805,12
2715700000,MN,1793,907,20
2715900000,MN,1074,472,14
2716100000,MN,1218,1103,19
2716300000,MN,36839,35213,222
2716500000,MN,2418,1710,10
2716700000,MN,366,339,3
2716900000,MN,2972,2679,53
2717100000,MN,13048,3730,91
2717300000,MN,1045,645,13
2938000000,MO,19805,18610,NA
2951000000,MO,12586,11033,NA
2900100000,MO,1412,1367,NA
2900300000,MO,692,660,NA
2900500000,MO,210,200,NA
2900700000,MO,718,700,NA
2900900000,MO,1491,1438,NA
2901100000,MO,478,455,NA
2901300000,MO,831,781,NA
2901500000,MO,1546,1517,NA
2901700000,MO,422,409,NA
2901900000,MO,5934,5361,NA
2902100000,MO,2785,2609,NA
2902300000,MO,1309,1233,NA
2902500000,MO,309,300,NA
2902700000,MO,1735,1660,NA
2902900000,MO,3693,3590,NA
2903100000,MO,3134,2969,NA
2903300000,MO,391,376,NA
2903500000,MO,383,363,NA
2903700000,MO,4498,4163,NA
2903900000,MO,768,736,NA
2904100000,MO,307,277,NA
2904300000,MO,4014,3848,NA
2904500000,MO,9,5,NA
2904700000,MO,12111,11586,NA
2904900000,MO,888,836,NA
2905100000,MO,3923,3795,NA
2905300000,MO,620,582,NA
2905500000,MO,762,580,NA
2905700000,MO,340,327,NA
2905900000,MO,802,778,NA
2906100000,MO,401,373,NA
2906300000,MO,367,340,NA
2906500000,MO,897,843,NA
2906700000,MO,868,834,NA
2906900000,MO,1254,1104,NA
2907100000,MO,3268,3054,NA
2907300000,MO,500,455,NA
2907500000,MO,289,239,NA
2907700000,MO,10401,9674,NA
2907900000,MO,575,544,NA
2908100000,MO,7,1,NA
2908300000,MO,1274,1231,NA
2908500000,MO,546,538,NA
2908700000,MO,185,157,NA
2908900000,MO,349,320,NA
2909100000,MO,1659,1601,NA
2909300000,MO,288,261,NA
2909500000,MO,15960,14506,NA
2909700000,MO,4371,4138,NA
2909900000,MO,11798,11033,NA
2910100000,MO,2242,2170,NA
2910300000,MO,227,220,NA
2910500000,MO,1331,1299,NA
2910700000,MO,1346,1254,NA
2910900000,MO,1408,1339,NA
2911100000,MO,4,3,NA
2911300000,MO,2487,2396,NA
2911500000,MO,541,450,NA
2911700000,MO,758,729,NA
2911900000,MO,814,793,NA
2912100000,MO,675,648,NA
2912300000,MO,648,632,NA
2912500000,MO,424,401,NA
2912700000,MO,1350,1282,NA
2912900000,MO,189,186,NA
2913100000,MO,1055,997,NA
2913300000,MO,452,410,NA
2913500000,MO,399,374,NA
2913700000,MO,349,341,NA
2913900000,MO,345,320,NA
2914100000,MO,972,926,NA
2914300000,MO,442,421,NA
2914500000,MO,2435,2355,NA
2914700000,MO,968,968,NA
2914900000,MO,580,561,NA
2915100000,MO,463,445,NA
2915300000,MO,561,524,NA
2915500000,MO,603,584,NA
2915700000,MO,821,793,NA
2915900000,MO,2867,2767,NA
2916100000,MO,1691,1519,NA
2916300000,MO,565,540,NA
2916500000,MO,5633,5335,NA
2916700000,MO,1850,1829,NA
2916900000,MO,1639,1575,NA
2917100000,MO,6,5,NA
2917300000,MO,482,467,NA
2917500000,MO,808,769,NA
2917700000,MO,1262,1185,NA
2917900000,MO,276,256,NA
2918100000,MO,547,528,NA
2918300000,MO,22437,20838,NA
2918500000,MO,420,403,NA
2918600000,MO,596,566,NA
2918700000,MO,2425,2295,NA
2918900000,MO,64509,59083,NA
2919500000,MO,806,775,NA
2919700000,MO,209,200,NA
2919900000,MO,240,230,NA
2920100000,MO,988,957,NA
2920300000,MO,456,446,NA
2920500000,MO,318,302,NA
2920700000,MO,1100,1046,NA
2920900000,MO,1892,1791,NA
2921100000,MO,377,342,NA
2921300000,MO,2584,2438,NA
2921500000,MO,1155,1107,NA
2921700000,MO,971,924,NA
2921900000,MO,1208,1121,NA
2922100000,MO,999,975,NA
2922300000,MO,483,424,NA
2922500000,MO,1469,1374,NA
2922700000,MO,117,107,NA
2922900000,MO,639,606,NA
2800100000,MS,1549,1377,NA
2800300000,MS,1499,1439,NA
2800500000,MS,864,831,NA
2800700000,MS,842,810,NA
2800900000,MS,620,571,NA
2801100000,MS,823,729,NA
2801300000,MS,577,530,NA
2801500000,MS,639,607,NA
2801700000,MS,671,638,NA
2801900000,MS,375,352,NA
2802100000,MS,1004,904,NA
2802300000,MS,796,748,NA
2802500000,MS,1164,1113,NA
2802700000,MS,667,676,NA
2802900000,MS,978,939,NA
2803100000,MS,903,850,NA
2803300000,MS,6064,6040,NA
2803500000,MS,1987,1666,NA
2803700000,MS,532,497,NA
2803900000,MS,854,785,NA
2804100000,MS,875,799,NA
2804300000,MS,1613,1474,NA
2804500000,MS,1862,1712,NA
2804700000,MS,5439,5081,NA
2804900000,MS,5838,5131,NA
2805100000,MS,1004,886,NA
2805300000,MS,594,561,NA
2805500000,MS,58,57,NA
2805700000,MS,538,499,NA
2805900000,MS,3225,2848,NA
2806100000,MS,978,873,NA
2806300000,MS,764,745,NA
2806500000,MS,552,492,NA
2806700000,MS,2087,2002,NA
2806900000,MS,570,511,NA
2807100000,MS,2198,2068,NA
2807300000,MS,1952,1776,NA
2807500000,MS,3098,3067,NA
2807700000,MS,565,0,NA
2807900000,MS,881,791,NA
2808100000,MS,2138,1962,NA
2808300000,MS,1323,1160,NA
2808500000,MS,1575,1510,NA
2808700000,MS,2179,1992,NA
2808900000,MS,4134,3846,NA
2809100000,MS,1347,1323,NA
2809300000,MS,1347,1283,NA
2809500000,MS,1221,1123,NA
2809700000,MS,816,755,NA
2809900000,MS,896,789,NA
2810100000,MS,807,774,NA
2810300000,MS,1163,942,NA
2810500000,MS,1627,1496,NA
2810700000,MS,1572,1466,NA
2810900000,MS,2669,2522,NA
2811100000,MS,517,474,NA
2811300000,MS,1796,1703,NA
2811500000,MS,993,907,NA
2811700000,MS,605,550,NA
2811900000,MS,563,563,NA
2812100000,MS,6187,6017,NA
2812300000,MS,635,585,NA
2812500000,MS,238,254,NA
2812700000,MS,889,831,NA
2812900000,MS,642,623,NA
2813100000,MS,667,596,NA
2813300000,MS,508,470,NA
2813500000,MS,514,416,NA
2813700000,MS,979,932,NA
2813900000,MS,748,709,NA
2814100000,MS,676,655,NA
2814300000,MS,282,228,NA
2814500000,MS,858,799,NA
2814700000,MS,1007,942,NA
2814900000,MS,1836,1715,NA
2815100000,MS,1924,1775,NA
2815300000,MS,1035,979,NA
2815500000,MS,381,358,NA
2815700000,MS,423,368,NA
2815900000,MS,1197,1139,NA
2816100000,MS,537,517,NA
2816300000,MS,598,502,NA
3000100000,MT,2977,2870,NA
3000300000,MT,2071,1862,NA
3000500000,MT,1669,1585,NA
3000700000,MT,1799,1712,NA
3000900000,MT,3444,3312,NA
3001100000,MT,306,291,NA
3001300000,MT,30706,28957,NA
3001500000,MT,1489,1429,NA
3001700000,MT,2658,2602,NA
3001900000,MT,400,388,NA
3002100000,MT,2958,2848,NA
3002300000,MT,2523,2428,NA
3002500000,MT,759,737,NA
3002700000,MT,3492,3327,NA
3002900000,MT,28065,26496,NA
3003100000,MT,43714,40999,NA
3003300000,MT,320,312,NA
3003500000,MT,3615,3249,NA
3003700000,MT,305,293,NA
3003900000,MT,921,896,NA
3004100000,MT,4722,4542,NA
3004300000,MT,3983,3844,NA
3004500000,MT,659,641,NA
3004700000,MT,7564,7161,NA
3004900000,MT,23485,22489,NA
3005100000,MT,530,520,NA
3005300000,MT,5154,4917,NA
3005500000,MT,491,482,NA
3005700000,MT,2388,2299,NA
3005900000,MT,691,672,NA
3006100000,MT,1172,1101,NA
3006300000,MT,46541,43410,NA
3006500000,MT,1400,1352,NA
3006700000,MT,5485,5269,NA
3006900000,MT,160,151,NA
3007100000,MT,1446,1396,NA
3007300000,MT,1840,1761,NA
3007500000,MT,452,427,NA
3007700000,MT,1260,1215,NA
3007900000,MT,368,351,NA
3008100000,MT,13425,12896,NA
3008300000,MT,1984,1883,NA
3008500000,MT,1678,1511,NA
3008700000,MT,1748,1634,NA
3008900000,MT,3882,3681,NA
3009100000,MT,1210,1159,NA
3009300000,MT,10378,9848,NA
3009500000,MT,2586,2498,NA
3009700000,MT,1105,1064,NA
3009900000,MT,1938,1878,NA
3010100000,MT,1041,1001,NA
3010300000,MT,191,187,NA
3010500000,MT,2855,2764,NA
3010700000,MT,493,475,NA
3010900000,MT,224,218,NA
3011100000,MT,62855,59251,NA
3700100000,NC,3180,2652,111
3700300000,NC,697,574,2
3700500000,NC,218,188,3
3700700000,NC,313,226,7
3700900000,NC,549,461,7
3701100000,NC,366,317,4
3701300000,NC,659,523,19
3701500000,NC,182,143,3
3701700000,NC,1391,1021,28
3701900000,NC,2965,2268,124
3702100000,NC,6748,5134,296
3702300000,NC,1363,1117,34
3702500000,NC,4921,4138,91
3702700000,NC,1281,1002,65
3702900000,NC,137,112,1
3703100000,NC,1419,1114,10
3703300000,NC,328,244,27
3703500000,NC,2737,2249,6
3703700000,NC,1935,1568,28
3703900000,NC,731,594,0
3704100000,NC,297,269,5
3704300000,NC,295,241,9
3704500000,NC,1540,1288,49
3704700000,NC,614,473,12
3704900000,NC,2201,1850,46
3705100000,NC,3260,2427,196
3705300000,NC,377,317,2
3705500000,NC,882,750,14
3705700000,NC,4038,3489,118
3705900000,NC,846,703,12
3706100000,NC,430,293,42
3706300000,NC,6035,4673,153
3706500000,NC,312,189,3
3706700000,NC,12869,10908,348
3706900000,NC,886,738,4
3707100000,NC,4103,3342,73
3707300000,NC,134,98,5
3707500000,NC,190,156,0
3707700000,NC,821,663,26
3707900000,NC,400,337,5
3708100000,NC,10791,8811,583
3708300000,NC,597,429,47
3708500000,NC,1706,1370,87
3708700000,NC,1244,985,35
3708900000,NC,3648,3021,11
3709100000,NC,209,173,13
3709300000,NC,348,271,0
3709500000,NC,79,58,7
3709700000,NC,4627,3999,0
3709900000,NC,645,510,10
3710100000,NC,2490,1994,1
3710300000,NC,126,97,0
3710500000,NC,774,599,37
3710700000,NC,662,520,12
3710900000,NC,1506,1184,0
3711100000,NC,531,423,8
3711300000,NC,986,879,6
3711500000,NC,415,328,15
3711700000,NC,249,218,7
3711900000,NC,28983,24702,527
3712100000,NC,390,321,9
3712300000,NC,441,367,5
3712500000,NC,2945,2398,63
3712700000,NC,1192,968,31
3712900000,NC,5455,4315,83
3713100000,NC,255,199,4
3713300000,NC,1661,1310,41
3713500000,NC,3793,3085,131
3713700000,NC,300,231,5
3713900000,NC,553,429,18
3714100000,NC,966,746,28
3714300000,NC,212,160,7
3714500000,NC,402,300,21
3714700000,NC,1940,1367,151
3714900000,NC,669,562,5
3715100000,NC,2432,1992,67
3715300000,NC,423,316,13
3715500000,NC,841,595,2
3715700000,NC,1303,1006,81
3715900000,NC,2763,2353,37
3716100000,NC,1312,954,49
3716300000,NC,634,468,51
3716500000,NC,351,280,10
3716700000,NC,851,664,41
3716900000,NC,858,730,0
3717100000,NC,1903,1487,97
3717300000,NC,177,139,4
3717500000,NC,804,678,19
3717700000,NC,29,24,0
3717900000,NC,4722,3933,42
3718100000,NC,457,366,7
3718300000,NC,31159,26594,178
3718500000,NC,318,250,3
3718700000,NC,131,112,0
3718900000,NC,1326,1115,6
3719100000,NC,1438,1086,22
3719300000,NC,1290,1016,78
3719500000,NC,1215,960,35
3719700000,NC,608,517,1
3719900000,NC,704,589,22
3800100000,ND,633,598,0
3800300000,ND,3332,3168,13
3800500000,ND,1194,1112,0
3800700000,ND,314,294,2
3800900000,ND,1863,1778,0
3801100000,ND,270,261,2
3801300000,ND,700,630,0
3801500000,ND,8263,7908,109
3801700000,ND,7454,7056,26
3801900000,ND,1329,1243,0
3802100000,ND,500,474,1
3802300000,ND,301,296,0
3802500000,ND,555,518,0
3802700000,ND,767,700,6
3802900000,ND,723,688,0
3803100000,ND,754,690,0
3803300000,ND,246,237,0
3803500000,ND,3548,3390,9
3803700000,ND,1043,973,0
3803900000,ND,798,732,0
3804100000,ND,736,655,23
3804300000,ND,854,808,5
3804500000,ND,1279,1193,9
3804700000,ND,784,720,4
3804900000,ND,2395,2218,13
3805100000,ND,952,869,1
3805300000,ND,896,870,2
3805500000,ND,3052,2892,93
3805700000,ND,2923,2725,2
3805900000,ND,2490,2359,38
3806100000,ND,644,590,14
3806300000,ND,1380,1283,9
3806500000,ND,279,268,0
3806700000,ND,2394,2264,4
3806900000,ND,1318,1262,0
3807100000,ND,3032,2888,0
3807300000,ND,1445,1335,7
3807500000,ND,772,704,1
3807700000,ND,1276,1212,0
3807900000,ND,381,363,5
3808100000,ND,1402,1343,0
3808300000,ND,504,471,1
3808500000,ND,139,124,0
3808700000,ND,104,99,2
3808900000,ND,2799,2686,36
3809100000,ND,745,672,2
3809300000,ND,1460,1404,15
3809500000,ND,673,614,0
3809700000,ND,2063,1927,12
3809900000,ND,3623,3385,11
3810100000,ND,4212,3984,61
3810300000,ND,529,508,0
3810500000,ND,4320,4095,74
3100100000,NE,2403,2269,NA
3100300000,NE,529,516,NA
3100500000,NE,60,59,NA
3100700000,NE,96,94,NA
3100900000,NE,132,131,NA
3101100000,NE,1735,1481,NA
