ID,FIPS,STATE,LABEL,10Total_registered_x,10Notices_removed_x,12Total_registered_x,12Notices_removed_x,14Total_registered_x,14Notices_removed_x,16Total_registered_x,16Notices_removed_x,18Total_registered_x,18Notices_removed_x,10pct,12pct,14pct,16pct,18pct,median_pct,median_desc,mean_pct,mean_desc,Total_pop,Urban,Rural,POP_DESC,Pop_25+,Pct_colgrads,Pop_birth,Pct_foreign-born,Pop_16+,Unemployed,Households,Median household income,Income_desc,Pct_poverty,Emp_pop_16+,Top_occupation_pct,Top_occupation,Tot_racepop,White,Pct_White,Nonwhite,Pct_Nonwhite,Nonwhite_desc,Hispanic,Pct_Hispanic,Black,Pct_Black,Native,Pct_Native,Asian,Pct_Asian,Hawaiian_Pacific Islander,Pct_Hawaiian_Pacific Islander,Other,Pct_other,Multi,Pct_multi,VOTING AGE,VOTING AGE_Male,Pct_VOTING AGE_Male,VOTING AGE_Female,Pct_VOTING AGE_Female,Region,Division,total_2016,gop_2016,dem_2016,oth_2016,WINNER
1331,27035,MN,"Crow Wing County, Minnesota",39082,,40762,1216,38922,2306,41939,894,41808,1724,0,2.896755443,5.593286116,0,3.960305063,2.896755443,1% - 5%,2.490069325,1% - 5%,62500,23290,39210,Rural,44683,24.2,63321,1.5,50836,4.3,26398,50893,"$50,001 - $75,000",10.4,29695,31.9,"Management, business, science, and arts",63321,60348,95.3,2973,4.7,Less than 5%,860,1.4,389,0.6,662,1,288,0.5,0,0,21,0,753,1.2,48916,24188,49.4,24728,50.6,Midwest Region,West North Central Division,35568,22287,10982,2299,Rep
1332,27037,MN,"Dakota County, Minnesota",243899,,264031,5742,251195,14843,271377,3707,269353,11895,0,2.128456146,5.579278148,0,4.229363409,2.128456146,1% - 5%,2.387419541,1% - 5%,398552,378900,19652,Urban,275344,40.7,411402,8.9,320698,4.4,157696,77321,"More than $75,000",7.2,227582,42.4,"Management, business, science, and arts",411402,330497,80.3,80905,19.7,10% - 25%,27048,6.6,21702,5.3,943,0.2,19113,4.6,44,0,870,0.2,11185,2.7,293485,141951,48.4,151534,51.6,Midwest Region,West North Central Division,228659,99624,110251,18784,Dem
1333,27039,MN,"Dodge County, Minnesota",11610,,12095,353,11644,630,12439,238,12418,520,0,2.835796915,5.132801043,0,4.019168341,2.835796915,1% - 5%,2.39755326,1% - 5%,20087,9689,10398,Rural,13190,23.8,20361,2.1,15351,3.3,7583,68718,"$50,001 - $75,000",6.6,11082,34.5,"Management, business, science, and arts",20361,18876,92.7,1485,7.3,5% - 9.9%,988,4.9,67,0.3,53,0.3,174,0.9,0,0,3,0,200,1,14531,7258,49.9,7273,50.1,Midwest Region,West North Central Division,10564,6527,3102,935,Rep
1334,27041,MN,"Douglas County, Minnesota",23601,,24700,953,23822,1379,25705,615,25290,1093,0,3.714965111,5.472005079,0,4.14281924,3.714965111,1% - 5%,2.665957886,1% - 5%,36009,16983,19026,Rural,26249,25.1,36862,1.1,29953,4,15688,56347,"$50,001 - $75,000",8.7,19015,33.6,"Management, business, science, and arts",36862,35503,96.3,1359,3.7,Less than 5%,532,1.4,200,0.5,104,0.3,79,0.2,0,0,41,0.1,403,1.1,28939,14298,49.4,14641,50.6,Midwest Region,West North Central Division,21623,13966,6227,1430,Rep
1335,27043,MN,"Faribault County, Minnesota",9078,,9157,390,8500,551,8749,170,8413,496,0,4.085052896,6.087725113,0,5.567403749,4.085052896,1% - 5%,3.148036352,1% - 5%,14553,3257,11296,Rural,10153,17,14119,2.2,11413,3.1,6347,49101,"$35,000 - $50,000",12.6,7060,32.1,"Management, business, science, and arts",14119,12974,91.9,1145,8.1,5% - 9.9%,877,6.2,28,0.2,11,0.1,47,0.3,0,0,1,0,181,1.3,10869,5352,49.2,5517,50.8,Midwest Region,West North Central Division,7355,4659,2153,543,Rep
1336,27045,MN,"Fillmore County, Minnesota",13060,,13084,785,12088,983,13091,271,12718,654,0,5.660105271,7.520465152,0,4.890816632,4.890816632,1% - 5%,3.614277411,1% - 5%,20866,1402,19464,Rural,14422,20.4,20877,1.3,16390,3.5,8540,54358,"$50,001 - $75,000",12.1,10597,35.2,"Management, business, science, and arts",20877,20263,97.1,614,2.9,Less than 5%,266,1.3,85,0.4,16,0.1,91,0.4,2,0,5,0,149,0.7,15710,7761,49.4,7949,50.6,Midwest Region,West North Central Division,10976,6271,3872,833,Rep
1337,27047,MN,"Freeborn County, Minnesota",19172,,19317,890,17997,1158,18915,332,18185,900,0,4.404414312,6.045418951,0,4.71574535,4.404414312,1% - 5%,3.033115722,1% - 5%,31255,17868,13387,Urban,21874,16.8,30751,3.9,24822,4.6,13046,48827,"$35,000 - $50,000",11.2,15280,27.3,"Management, business, science, and arts",30751,26684,86.8,4067,13.2,10% - 25%,2880,9.4,400,1.3,44,0.1,402,1.3,7,0,32,0.1,302,1,23290,11495,49.4,11795,50.6,Midwest Region,West North Central Division,15929,8808,6041,1080,Rep
1338,27049,MN,"Goodhue County, Minnesota",28528,,29759,882,28240,1686,30178,571,29736,1456,0,2.878496133,5.633896946,0,4.667863555,2.878496133,1% - 5%,2.636051327,1% - 5%,46183,24457,21726,Urban,32472,24.3,46450,3.1,37271,4.7,19051,60452,"$50,001 - $75,000",10.9,23841,35.3,"Management, business, science, and arts",46450,43032,92.6,3418,7.4,5% - 9.9%,1446,3.1,562,1.2,524,1.1,245,0.5,0,0,2,0,639,1.4,35027,17130,48.9,17897,51.1,Midwest Region,West North Central Division,25538,14041,9446,2051,Rep
1339,27051,MN,"Grant County, Minnesota",4256,,4098,273,3927,238,4025,88,3937,147,0,6.245710364,5.714285714,0,3.599412341,3.599412341,1% - 5%,3.111881684,1% - 5%,6018,0,6018,Rural,4249,19.6,5943,1.1,4768,4.5,2547,53828,"$50,001 - $75,000",11.5,2879,33.9,"Management, business, science, and arts",5943,5696,95.8,247,4.2,Less than 5%,113,1.9,2,0,26,0.4,7,0.1,0,0,3,0.1,96,1.6,4618,2295,49.7,2323,50.3,Midwest Region,West North Central Division,3453,2063,1104,286,Rep
1340,27053,MN,"Hennepin County, Minnesota",734618,,763601,22527,730677,34455,800951,9932,795306,36711,0,2.865563878,4.503144555,0,4.412289653,2.865563878,1% - 5%,2.356199617,1% - 5%,1152425,1126784,25641,Urban,831660,47.6,1209265,13.4,967833,5.1,493832,67989,"$50,001 - $75,000",11.9,661175,48.2,"Management, business, science, and arts",1209265,847424,70.1,361841,29.9,More than 25%,82312,6.8,148315,12.3,6749,0.6,82545,6.8,430,0,3054,0.3,38436,3.2,865352,418612,48.4,446740,51.6,Midwest Region,West North Central Division,672644,191768,429283,51593,Dem
1341,27055,MN,"Houston County, Minnesota",12057,,12657,428,12010,844,12653,339,12175,608,0,3.270920902,6.566049479,0,4.756316983,3.270920902,1% - 5%,2.918657473,1% - 5%,19027,8107,10920,Rural,13394,22.6,18791,1.1,15196,4,7989,55550,"$50,001 - $75,000",10.3,9988,34.2,"Management, business, science, and arts",18791,18134,96.5,657,3.5,Less than 5%,172,0.9,86,0.5,39,0.2,76,0.4,5,0,9,0,270,1.4,14701,7265,49.4,7436,50.6,Midwest Region,West North Central Division,10515,5616,4145,754,Rep
1342,27057,MN,"Hubbard County, Minnesota",13132,,13533,542,12572,813,13502,392,13287,721,0,3.85079929,6.073963392,0,5.147058824,3.85079929,1% - 5%,3.014364301,1% - 5%,20428,3398,17030,Rural,14961,25.4,20640,1.4,16704,4.4,8741,49742,"$35,000 - $50,000",11.5,9339,31,"Management, business, science, and arts",20640,19251,93.3,1389,6.7,5% - 9.9%,384,1.9,127,0.6,434,2.1,125,0.6,4,0,0,0,315,1.5,16065,8041,50.1,8024,49.9,Midwest Region,West North Central Division,11423,7269,3432,722,Rep
1343,27059,MN,"Isanti County, Minnesota",22163,,23478,637,22477,1494,24694,413,24466,1156,0,2.641509434,6.232530975,0,4.511747717,2.641509434,1% - 5%,2.677157625,1% - 5%,37816,14270,23546,Rural,26122,17.7,38461,1.4,30135,6.1,14403,62733,"$50,001 - $75,000",7.2,19715,29.3,"Management, business, science, and arts",38461,36323,94.4,2138,5.6,5% - 9.9%,683,1.8,219,0.6,130,0.3,336,0.9,9,0,56,0.1,705,1.8,28823,14531,50.4,14292,49.6,Midwest Region,West North Central Division,20875,13635,5656,1584,Rep
1344,27061,MN,"Itasca County, Minnesota",27336,,28220,974,26739,1700,28525,624,27893,1289,0,3.33630198,5.97770667,0,4.417106435,3.33630198,1% - 5%,2.746223017,1% - 5%,45058,9285,35773,Rural,32508,22.3,45356,1,36958,6,19126,49507,"$35,000 - $50,000",13.3,20115,31.6,"Management, business, science, and arts",45356,41818,92.2,3538,7.8,5% - 9.9%,568,1.3,213,0.5,1585,3.5,191,0.4,5,0,0,0,976,2.2,35559,17826,50.1,17733,49.9,Midwest Region,West North Central Division,23650,12920,9015,1715,Rep
1345,27063,MN,"Jackson County, Minnesota",6330,,6319,290,5989,432,6316,200,6178,287,0,4.387955818,6.727923999,0,4.439288476,4.387955818,1% - 5%,3.111033659,1% - 5%,10266,3169,7097,Rural,7147,21.2,10163,2.1,8131,3.3,4335,55114,"$50,001 - $75,000",9,5408,36.1,"Management, business, science, and arts",10163,9482,93.3,681,6.7,5% - 9.9%,333,3.3,23,0.2,9,0.1,223,2.2,0,0,0,0,93,0.9,7723,3866,50.1,3857,49.9,Midwest Region,West North Central Division,5453,3609,1492,352,Rep
1346,27065,MN,"Kanabec County, Minnesota",9424,,9787,277,9227,627,10078,233,9699,480,0,2.752384738,6.362898315,0,4.715590922,2.752384738,1% - 5%,2.766174795,1% - 5%,16239,3670,12569,Rural,11255,13.8,15918,0.9,12902,7.5,6290,48042,"$35,000 - $50,000",13.5,7411,27.7,"Management, business, science, and arts",15918,15179,95.4,739,4.6,Less than 5%,246,1.5,54,0.3,155,1,76,0.5,0,0,0,0,208,1.3,12345,6238,50.5,6107,49.5,Midwest Region,West North Central Division,8125,5230,2327,568,Rep
1347,27067,MN,"Kandiyohi County, Minnesota",24790,,25084,1392,23609,1600,25223,502,24798,840,0,5.257591781,6.346939585,0,3.276386614,3.276386614,1% - 5%,2.976183596,1% - 5%,42239,23432,18807,Urban,28588,22.5,42510,7.1,33457,3.8,16737,53514,"$50,001 - $75,000",11.3,21732,32,"Management, business, science, and arts",42510,35171,82.7,7339,17.3,10% - 25%,4993,11.7,1517,3.6,85,0.2,288,0.7,0,0,5,0,451,1.1,30769,15135,49.2,15634,50.8,Midwest Region,West North Central Division,21648,12785,7266,1597,Rep
1348,27069,MN,"Kittson County, Minnesota",2840,,2836,118,2673,159,2843,48,2813,102,0,3.994583615,5.61440678,0,3.499142367,3.499142367,1% - 5%,2.621626552,1% - 5%,4552,0,4552,Rural,3169,20.7,4436,2,3594,2.7,1913,51484,"$50,001 - $75,000",11.2,2204,32.8,"Management, business, science, and arts",4436,4270,96.3,166,3.7,Less than 5%,86,1.9,27,0.6,9,0.2,17,0.4,0,0,1,0,26,0.6,3443,1745,50.7,1698,49.3,Midwest Region,West North Central Division,2363,1349,823,191,Rep
1349,27071,MN,"Koochiching County, Minnesota",7630,,7804,252,7305,615,7570,204,7261,326,0,3.128103277,7.765151515,0,4.296823514,3.128103277,1% - 5%,3.038015661,1% - 5%,13311,7055,6256,Urban,9516,18.4,12930,5.6,10736,7.5,5732,44929,"$35,000 - $50,000",16.9,5851,27.6,"Management, business, science, and arts",12930,12091,93.5,839,6.5,5% - 9.9%,25,0.2,119,0.9,471,3.6,50,0.4,0,0,0,0,174,1.3,10114,5107,50.5,5007,49.5,Midwest Region,West North Central Division,6313,3569,2306,438,Rep
1350,27073,MN,"Lac qui Parle County, Minnesota",4784,,4660,210,4431,236,4524,146,4242,218,0,4.31211499,5.056781658,0,4.887892377,4.31211499,1% - 5%,2.851357805,1% - 5%,7259,0,7259,Rural,5066,18.3,6916,1.6,5730,3.4,3111,49210,"$35,000 - $50,000",8.5,3478,35.7,"Management, business, science, and arts",6916,6617,95.7,299,4.3,Less than 5%,145,2.1,70,1,14,0.2,21,0.3,0,0,2,0,47,0.7,5479,2697,49.2,2782,50.8,Midwest Region,West North Central Division,3835,2294,1301,240,Rep
1351,27075,MN,"Lake County, Minnesota",7621,,7827,220,7415,323,7577,189,7410,349,0,2.733938114,4.174205221,0,4.49800232,2.733938114,1% - 5%,2.281229131,1% - 5%,10866,3588,7278,Rural,8135,27.2,10721,2.4,9010,4.1,5207,52320,"$50,001 - $75,000",12,4844,37.8,"Management, business, science, and arts",10721,10289,96,432,4,Less than 5%,149,1.4,96,0.9,56,0.5,0,0,7,0.1,0,0,124,1.2,8646,4370,50.5,4276,49.5,Midwest Region,West North Central Division,6472,2932,3077,463,Dem
1352,27077,MN,"Lake of the Woods County, Minnesota",2567,,2549,108,2462,126,2565,56,2452,67,0,4.064734663,4.86862442,0,2.659785629,2.659785629,1% - 5%,2.318628943,1% - 5%,4045,0,4045,Rural,2910,17,3901,1.6,3263,3.9,1551,45732,"$35,000 - $50,000",8.1,2027,29.3,"Production, transportation, and material moving",3901,3666,94,235,6,5% - 9.9%,48,1.2,4,0.1,12,0.3,45,1.2,0,0,0,0,126,3.2,3143,1640,52.2,1503,47.8,Midwest Region,West North Central Division,2230,1540,553,137,Rep
1353,27079,MN,"Le Sueur County, Minnesota",16705,,17321,470,16231,1039,17496,372,17273,809,0,2.641785172,6.016213086,0,4.474062604,2.641785172,1% - 5%,2.626412172,1% - 5%,27703,10483,17220,Rural,18871,21.4,27650,2.8,21623,4.3,10805,62462,"$50,001 - $75,000",8.5,14710,32.2,"Management, business, science, and arts",27650,25380,91.8,2270,8.2,5% - 9.9%,1553,5.6,190,0.7,95,0.3,125,0.5,2,0,24,0.1,281,1,20437,10336,50.6,10101,49.4,Midwest Region,West North Central Division,14867,9182,4623,1062,Rep
1354,27081,MN,"Lincoln County, Minnesota",3671,,3700,197,3402,264,3622,50,3514,162,0,5.055170644,7.201309329,0,4.406964091,4.406964091,1% - 5%,3.332688813,1% - 5%,5896,0,5896,Rural,4122,18.9,5793,0.7,4631,3.2,2477,49438,"$35,000 - $50,000",11.6,2885,33.3,"Management, business, science, and arts",5793,5617,97,176,3,Less than 5%,93,1.6,13,0.2,22,0.4,8,0.1,0,0,0,0,40,0.7,4482,2237,49.9,2245,50.1,Midwest Region,West North Central Division,3002,1930,860,212,Rep
1355,27083,MN,"Lyon County, Minnesota",14084,,14995,413,13464,1310,14431,346,14002,613,0,2.680425753,8.866928388,0,4.194320903,2.680425753,1% - 5%,3.148335009,1% - 5%,25857,13464,12393,Urban,16448,26.8,25670,6.4,19929,4.3,10072,51920,"$50,001 - $75,000",13.9,13862,34.7,"Management, business, science, and arts",25670,22113,86.1,3557,13.9,10% - 25%,1586,6.2,760,3,121,0.5,887,3.5,0,0,0,0,203,0.8,18536,9180,49.5,9356,50.5,Midwest Region,West North Central Division,12129,7256,3825,1048,Rep
1356,27085,MN,"McLeod County, Minnesota",21274,,21834,1102,20501,1375,22232,459,21585,1071,0,4.804673875,6.285426952,0,4.727224576,4.727224576,1% - 5%,3.163465081,1% - 5%,36651,19588,17063,Urban,24697,17.3,35926,3.3,28354,3.8,14780,57738,"$50,001 - $75,000",8.1,19253,30,"Management, business, science, and arts",35926,33084,92.1,2842,7.9,5% - 9.9%,1982,5.5,55,0.2,75,0.2,221,0.6,0,0,2,0,507,1.4,26617,13168,49.5,13449,50.5,Midwest Region,West North Central Division,18684,12155,4978,1551,Rep
1357,27087,MN,"Mahnomen County, Minnesota",3024,,2872,291,2598,290,2693,124,2649,158,0,9.200126462,10.04155125,0,5.62878518,5.62878518,More than 5%,4.974092578,1% - 5%,5413,0,5413,Rural,3362,12.6,5480,0.8,3940,10.1,1977,41597,"$35,000 - $50,000",22.4,2246,29.5,Service,5480,2552,46.6,2928,53.4,More than 25%,188,3.4,19,0.3,2183,39.8,24,0.4,22,0.4,24,0.4,468,8.5,3782,1864,49.3,1918,50.7,Midwest Region,West North Central Division,2074,991,930,153,Rep
1358,27089,MN,"Marshall County, Minnesota",5305,,5300,150,5085,162,5627,103,5454,139,0,2.752293578,3.087478559,0,2.485249419,2.485249419,1% - 5%,1.665004311,1% - 5%,9439,0,9439,Rural,6556,20,9406,1.7,7476,4,3991,56340,"$50,001 - $75,000",7.5,4783,33.4,"Management, business, science, and arts",9406,8829,93.9,577,6.1,5% - 9.9%,385,4.1,21,0.2,32,0.3,20,0.2,2,0,0,0,117,1.2,7151,3664,51.2,3487,48.8,Midwest Region,West North Central Division,4794,3208,1225,361,Rep
1359,27091,MN,"Martin County, Minnesota",13024,,12999,851,12044,827,12504,358,11862,689,0,6.144404332,6.42529718,0,5.489602422,5.489602422,More than 5%,3.611860787,1% - 5%,20840,9578,11262,Rural,14336,18.5,20193,2.4,16281,3.2,8777,51984,"$50,001 - $75,000",11.6,10189,30.2,"Management, business, science, and arts",20193,18954,93.9,1239,6.1,5% - 9.9%,802,4,46,0.2,18,0.1,152,0.8,2,0,2,0,217,1.1,15479,7565,48.9,7914,51.1,Midwest Region,West North Central Division,10469,7062,2733,674,Rep
1360,27093,MN,"Meeker County, Minnesota",14160,,14264,517,13565,902,14236,313,13934,569,0,3.497733577,6.234879381,0,3.923326208,3.497733577,1% - 5%,2.731187833,1% - 5%,23300,8034,15266,Rural,15791,18.9,23094,2.2,18064,3.9,9119,58574,"$50,001 - $75,000",9.4,11516,32.7,"Management, business, science, and arts",23094,21874,94.7,1220,5.3,5% - 9.9%,805,3.5,92,0.4,49,0.2,88,0.4,23,0.1,0,0,163,0.7,17113,8643,50.5,8470,49.5,Midwest Region,West North Central Division,12198,8103,3192,903,Rep
1361,27095,MN,"Mille Lacs County, Minnesota",14953,,15746,492,14535,1083,15632,401,15328,791,0,3.029929794,6.934306569,0,4.907252311,3.029929794,1% - 5%,2.974297735,1% - 5%,26097,7614,18483,Rural,17729,15.6,25788,1.5,20172,6.4,10012,51232,"$50,001 - $75,000",11.8,11994,27.7,"Management, business, science, and arts",25788,23129,89.7,2659,10.3,10% - 25%,528,2,126,0.5,1308,5.1,110,0.4,0,0,11,0,576,2.2,19425,9630,49.6,9795,50.4,Midwest Region,West North Central Division,12948,8340,3709,899,Rep
1362,27097,MN,"Morrison County, Minnesota",18856,,19865,725,18744,1095,20400,306,20349,644,0,3.521126761,5.519431423,0,3.06768923,3.06768923,1% - 5%,2.421649483,1% - 5%,33198,9024,24174,Rural,22679,16.2,32850,0.9,25953,4.5,13275,51456,"$50,001 - $75,000",11.7,16684,28.9,"Management, business, science, and arts",32850,31597,96.2,1253,3.8,Less than 5%,491,1.5,196,0.6,48,0.1,167,0.5,0,0,15,0,336,1,24948,12493,50.1,12455,49.9,Midwest Region,West North Central Division,17534,12925,3637,972,Rep
1363,27099,MN,"Mower County, Minnesota",21296,,21886,834,20105,1480,21358,560,20509,1338,0,3.670774648,6.856613389,0,6.124410674,3.670774648,1% - 5%,3.330359742,1% - 5%,39163,25103,14060,Urban,26194,20,39248,8,30655,5.8,15414,51778,"$50,001 - $75,000",14,19061,28.5,"Management, business, science, and arts",39248,31984,81.5,7264,18.5,10% - 25%,4293,10.9,1327,3.4,42,0.1,833,2.1,45,0.1,50,0.1,674,1.7,27710,13741,49.6,13969,50.4,Midwest Region,West North Central Division,17587,8826,7444,1317,Rep
1364,27101,MN,"Murray County, Minnesota",5277,,5515,185,5053,299,5341,68,5265,163,0,3.245614035,5.586696562,0,3.002947679,3.002947679,1% - 5%,2.367051655,1% - 5%,8725,0,8725,Rural,6108,17.8,8463,2.5,6894,4.2,3715,51801,"$50,001 - $75,000",9.2,4234,35.9,"Management, business, science, and arts",8463,7954,94,509,6,5% - 9.9%,285,3.4,35,0.4,23,0.3,64,0.8,33,0.4,0,0,69,0.8,6525,3197,49,3328,51,Midwest Region,West North Central Division,4642,2974,1295,373,Rep
1365,27103,MN,"Nicollet County, Minnesota",20301,,21895,660,19559,1546,21078,431,20585,1001,0,2.926180448,7.32527837,0,4.637264894,2.926180448,1% - 5%,2.977744742,1% - 5%,32727,24358,8369,Urban,21497,32.3,33226,4.1,26623,3.5,12559,61501,"$50,001 - $75,000",11.8,18503,38.5,"Management, business, science, and arts",33226,29928,90.1,3298,9.9,5% - 9.9%,1384,4.2,951,2.9,53,0.2,508,1.5,0,0,42,0.1,360,1.1,25138,12576,50,12562,50,Midwest Region,West North Central Division,17914,8436,7886,1592,Rep
1366,27105,MN,"Nobles County, Minnesota",9793,,10185,531,9488,812,10315,167,9876,551,0,4.955207167,7.883495146,0,5.284357917,4.955207167,1% - 5%,3.624612046,1% - 5%,21378,12616,8762,Urban,13963,13.5,21729,20.3,16501,7,7890,53269,"$50,001 - $75,000",14.1,10509,28.6,"Production, transportation, and material moving",21729,13306,61.2,8423,38.8,More than 25%,5661,26.1,907,4.2,85,0.4,1300,6,7,0,132,0.6,331,1.5,12957,6573,50.7,6384,49.3,Midwest Region,West North Central Division,8592,5299,2733,560,Rep
1367,27107,MN,"Norman County, Minnesota",3841,,3883,173,3616,298,3902,110,3701,196,0,4.265285996,7.61369443,0,5.029509879,4.265285996,1% - 5%,3.381698061,1% - 5%,6852,0,6852,Rural,4652,15.7,6638,1.8,5323,3.4,2696,52083,"$50,001 - $75,000",11.7,3127,34.4,"Management, business, science, and arts",6638,5967,89.9,671,10.1,10% - 25%,320,4.8,50,0.8,82,1.2,31,0.5,14,0.2,0,0,174,2.6,5059,2526,49.9,2533,50.1,Midwest Region,West North Central Division,3232,1699,1264,269,Rep
1368,27109,MN,"Olmsted County, Minnesota",84382,,91268,2462,86660,5952,95053,1776,93811,4647,0,2.626693695,6.42681294,0,4.719778992,2.626693695,1% - 5%,2.754657125,1% - 5%,144248,120313,23935,Urban,101189,42,150104,10.6,116753,4.2,58692,69308,"$50,001 - $75,000",9.2,80136,48.9,"Management, business, science, and arts",150104,122628,81.7,27476,18.3,10% - 25%,6957,4.6,7867,5.2,216,0.1,8928,5.9,14,0,238,0.2,3256,2.2,106224,51076,48.1,55148,51.9,Midwest Region,West North Central Division,79277,35668,36266,7343,Dem
1369,27111,MN,"Otter Tail County, Minnesota",35895,,37272,851,34920,2389,38197,812,37358,1812,0,2.232248249,6.40328071,0,4.625989278,2.232248249,1% - 5%,2.652303647,1% - 5%,57303,15134,42169,Rural,41119,24.1,57694,2.4,46783,4,23962,53351,"$50,001 - $75,000",9.7,27950,33.1,"Management, business, science, and arts",57694,53879,93.4,3815,6.6,5% - 9.9%,1791,3.1,729,1.3,203,0.4,377,0.7,7,0,17,0,691,1.2,44589,22306,50,22283,50,Midwest Region,West North Central Division,32284,20939,9339,2006,Rep
1370,27113,MN,"Pennington County, Minnesota",7532,,7877,342,7459,626,8089,170,7726,427,0,4.161090157,7.742733457,0,5.23733595,4.161090157,1% - 5%,3.428231913,1% - 5%,13930,8883,5047,Urban,9690,17.4,14156,1.7,11227,3.3,5923,51156,"$50,001 - $75,000",8.7,7580,29,"Management, business, science, and arts",14156,12913,91.2,1243,8.8,5% - 9.9%,479,3.4,214,1.5,206,1.5,108,0.8,42,0.3,20,0.1,174,1.2,10789,5345,49.5,5444,50.5,Midwest Region,West North Central Division,6671,4000,2146,525,Rep
1371,27115,MN,"Pine County, Minnesota",16187,,16525,702,15672,1139,16284,421,16321,840,0,4.074998549,6.77532568,0,4.894819649,4.074998549,1% - 5%,3.149028776,1% - 5%,29750,3183,26567,Rural,21058,13.8,29067,1.7,23853,6.6,10993,45379,"$35,000 - $50,000",13.7,12607,24.6,"Management, business, science, and arts",29067,26046,89.6,3021,10.4,10% - 25%,803,2.8,577,2,705,2.4,149,0.5,13,0,11,0,763,2.6,22827,12226,53.6,10601,46.4,Midwest Region,West North Central Division,13729,8191,4580,958,Rep
1372,27117,MN,"Pipestone County, Minnesota",5490,,5471,372,5277,348,5674,98,5334,237,0,6.366592504,6.186666667,0,4.254173398,4.254173398,1% - 5%,3.361486514,1% - 5%,9596,4098,5498,Rural,6313,19.9,9285,3.7,7248,4.2,3998,48944,"$35,000 - $50,000",12.7,4458,28.2,"Management, business, science, and arts",9285,8386,90.3,899,9.7,5% - 9.9%,491,5.3,114,1.2,95,1,91,1,0,0,0,0,108,1.2,6782,3247,47.9,3535,52.1,Midwest Region,West North Central Division,4779,3338,1127,314,Rep
1373,27119,MN,"Polk County, Minnesota",16869,,17666,818,16227,1433,17997,394,17045,1027,0,4.425449037,8.114382786,0,5.682824259,4.425449037,1% - 5%,3.644531216,1% - 5%,31600,16282,15318,Urban,20979,23.9,31550,3.1,24935,4,12608,53059,"$50,001 - $75,000",13,15882,34.3,"Management, business, science, and arts",31550,27939,88.6,3611,11.4,10% - 25%,1880,6,438,1.4,358,1.1,240,0.8,13,0,2,0,680,2.2,23562,11843,50.3,11719,49.7,Midwest Region,West North Central Division,14698,8979,4712,1007,Rep
1374,27121,MN,"Pope County, Minnesota",7382,,7377,312,6982,498,7338,187,7211,324,0,4.05774483,6.657754011,0,4.299933643,4.05774483,1% - 5%,3.003086497,1% - 5%,10995,0,10995,Rural,7948,22.5,10975,1,8924,3.7,4815,55180,"$50,001 - $75,000",9.5,5406,35.6,"Management, business, science, and arts",10975,10609,96.7,366,3.3,Less than 5%,130,1.2,49,0.4,45,0.4,38,0.3,0,0,1,0,103,0.9,8603,4280,49.8,4323,50.2,Midwest Region,West North Central Division,6294,3793,2106,395,Rep
1375,27123,MN,"Ramsey County, Minnesota",305843,,316653,10839,299449,15626,324959,4414,320410,13835,0,3.309699168,4.959454098,0,4.139179344,3.309699168,1% - 5%,2.481666522,1% - 5%,508640,507688,952,Urban,349954,41,531528,15.1,420613,6.5,207327,57717,"$50,001 - $75,000",15.9,270977,43.4,"Management, business, science, and arts",531528,339924,64,191604,36,More than 25%,38985,7.3,58160,10.9,2578,0.5,71917,13.5,129,0,729,0.1,19106,3.6,374422,178214,47.6,196208,52.4,Midwest Region,West North Central Division,269161,70778,176929,21454,Dem
1376,27125,MN,"Red Lake County, Minnesota",2465,,2452,125,2193,220,2267,60,2205,131,0,4.850601475,9.117281392,0,5.607876712,4.850601475,1% - 5%,3.915151916,1% - 5%,4089,0,4089,Rural,2790,15,4042,1.2,3149,4,1676,49800,"$35,000 - $50,000",10.4,2034,29.8,"Management, business, science, and arts",4042,3753,92.9,289,7.1,5% - 9.9%,129,3.2,20,0.5,63,1.6,10,0.2,0,0,4,0.1,63,1.6,3020,1507,49.9,1513,50.1,Midwest Region,West North Central Division,1871,1141,540,190,Rep
1377,27127,MN,"Redwood County, Minnesota",9749,,10006,357,9553,534,9842,310,9272,539,0,3.444948374,5.293942699,0,5.493833452,3.444948374,1% - 5%,2.846544905,1% - 5%,16059,4958,11101,Rural,10614,17.8,15578,2.2,12250,3.5,6262,48891,"$35,000 - $50,000",11.6,7580,33.3,"Management, business, science, and arts",15578,13659,87.7,1919,12.3,10% - 25%,451,2.9,99,0.6,736,4.7,490,3.1,0,0,11,0.1,132,0.8,11588,5753,49.6,5835,50.4,Midwest Region,West North Central Division,7566,5137,1887,542,Rep
1378,27129,MN,"Renville County, Minnesota",9317,,9325,376,8533,770,8981,215,8770,418,0,3.875889084,8.276899925,0,4.549412277,3.875889084,1% - 5%,3.340440257,1% - 5%,15730,0,15730,Rural,10538,14.8,14995,2.7,12009,3.4,6188,54824,"$50,001 - $75,000",10.5,7499,33,"Management, business, science, and arts",14995,13410,89.4,1585,10.6,10% - 25%,1146,7.6,45,0.3,192,1.3,75,0.5,0,0,0,0,127,0.8,11385,5798,50.9,5587,49.1,Midwest Region,West North Central Division,7563,4890,2117,556,Rep
